Days_to_Return,Discount_Applied,Is_Returned,Order_Date,Order_ID,Order_Quantity,Payment_Method,Price,Product_Category,Product_ID,Product_Price,Return_Date,Return_Reason,Return_Status,Shipping_Method,Supplier,User_Age,User_Gender,User_ID,User_Location,Category_Return_Rate,Supplier_Return_Rate,Location_Return_Rate
-179.0,22.61,1,2024-04-09,ORD00000139,4.0,Credit Card,,Books,PROD00000139,16.55,2023-10-13,Changed mind,Returned,Express,,21.0,Female,USER00000139,City32,50.66144047035767,,39.81481481481482
-360.0,35.96,1,2024-10-09,ORD00000140,5.0,Gift Card,,Home,PROD00000140,161.94,2023-10-15,Changed mind,Returned,Standard,,68.0,Female,USER00000140,City61,49.01477832512315,,53.77358490566038
289.0,26.04,1,2023-07-29,ORD00000141,1.0,Gift Card,,Clothing,PROD00000141,173.42,2024-05-13,Wrong item,Returned,Express,,33.0,Female,USER00000141,City34,52.423788105947025,,49.48453608247423
,4.82,0,2023-10-17,ORD00000142,4.0,Credit Card,,Electronics,PROD00000142,199.13,,,Not Returned,Express,,50.0,Female,USER00000142,City17,50.956696878147035,,44.827586206896555
,1.05,0,2023-01-01,ORD00000143,1.0,Debit Card,,Electronics,PROD00000143,219.56,,,Not Returned,Standard,,24.0,Female,USER00000143,City11,50.956696878147035,,49.494949494949495
-79.0,42.11,1,2024-08-03,ORD00000144,3.0,Credit Card,,Toys,PROD00000144,288.71,2024-05-16,Defective,Returned,Express,,60.0,Male,USER00000144,City57,49.53703703703704,,48.54368932038835
,38.8,0,2023-10-10,ORD00000145,2.0,PayPal,,Clothing,PROD00000145,66.65,,,Not Returned,Express,,58.0,Female,USER00000145,City90,52.423788105947025,,50.0
,8.73,0,2024-10-12,ORD00000146,3.0,Gift Card,,Clothing,PROD00000146,328.09,,,Not Returned,Next-Day,,59.0,Female,USER00000146,City29,52.423788105947025,,53.84615384615385
,10.03,0,2024-12-18,ORD00000147,3.0,PayPal,,Clothing,PROD00000147,222.62,,,Not Returned,Express,,53.0,Female,USER00000147,City79,52.423788105947025,,52.88461538461539
,44.89,0,2024-10-27,ORD00000148,1.0,Gift Card,,Toys,PROD00000148,404.5,,,Not Returned,Express,,31.0,Female,USER00000148,City77,49.53703703703704,,50.0
,26.75,0,2024-10-15,ORD00000149,4.0,Credit Card,,Toys,PROD00000149,438.43,,,Not Returned,Express,,32.0,Male,USER00000149,City12,49.53703703703704,,54.08163265306123
-556.0,2.22,1,2024-09-01,ORD00000150,2.0,PayPal,,Books,PROD00000150,402.79,2023-02-23,Wrong item,Returned,Next-Day,,23.0,Female,USER00000150,City37,50.66144047035767,,44.761904761904766
,33.08,0,2023-10-01,ORD00000151,1.0,Gift Card,,Toys,PROD00000151,140.06,,,Not Returned,Next-Day,,42.0,Male,USER00000151,City40,49.53703703703704,,50.467289719626166
,33.02,0,2024-07-19,ORD00000152,1.0,Debit Card,,Home,PROD00000152,255.92,,,Not Returned,Standard,,18.0,Female,USER00000152,City81,49.01477832512315,,50.0
-622.0,26.84,1,2024-10-20,ORD00000153,1.0,PayPal,,Clothing,PROD00000153,444.83,2023-02-06,Defective,Returned,Express,,20.0,Female,USER00000153,City2,52.423788105947025,,50.54945054945055
,49.27,0,2024-08-07,ORD00000154,3.0,Credit Card,,Electronics,PROD00000154,27.23,,,Not Returned,Express,,42.0,Male,USER00000154,City56,50.956696878147035,,45.1219512195122
-515.0,34.21,1,2024-06-27,ORD00000155,4.0,Credit Card,,Books,PROD00000155,332.49,2023-01-29,Changed mind,Returned,Express,,66.0,Female,USER00000155,City43,50.66144047035767,,55.26315789473685
,22.43,0,2024-02-01,ORD00000156,5.0,Gift Card,,Home,PROD00000156,469.69,,,Not Returned,Express,,28.0,Female,USER00000156,City26,49.01477832512315,,53.04347826086957
,5.75,0,2024-06-26,ORD00000157,5.0,Debit Card,,Books,PROD00000157,31.93,,,Not Returned,Standard,,40.0,Male,USER00000157,City94,50.66144047035767,,47.368421052631575
,22.26,0,2023-07-08,ORD00000158,5.0,Credit Card,,Books,PROD00000158,24.41,,,Not Returned,Next-Day,,69.0,Male,USER00000158,City4,50.66144047035767,,52.57731958762887
345.0,34.27,1,2023-09-15,ORD00000159,4.0,PayPal,,Clothing,PROD00000159,217.79,2024-08-25,Defective,Returned,Express,,40.0,Male,USER00000159,City62,52.423788105947025,,52.72727272727272
329.0,49.39,1,2023-11-04,ORD00000160,2.0,Debit Card,,Clothing,PROD00000160,434.66,2024-09-28,Not as described,Returned,Standard,,19.0,Female,USER00000160,City81,52.423788105947025,,50.0
,9.27,0,2024-04-30,ORD00000161,2.0,Gift Card,,Books,PROD00000161,32.48,,,Not Returned,Standard,,57.0,Female,USER00000161,City47,50.66144047035767,,54.0
-476.0,21.38,1,2024-07-06,ORD00000162,5.0,Credit Card,,Toys,PROD00000162,231.11,2023-03-18,Changed mind,Returned,Next-Day,,40.0,Female,USER00000162,City6,49.53703703703704,,50.0
506.0,8.13,1,2023-04-27,ORD00000163,4.0,PayPal,,Toys,PROD00000163,291.43,2024-09-14,Defective,Returned,Express,,22.0,Male,USER00000163,City73,49.53703703703704,,50.0
122.0,1.9,1,2024-06-02,ORD00000164,1.0,Debit Card,,Electronics,PROD00000164,128.65,2024-10-02,Changed mind,Returned,Next-Day,,37.0,Female,USER00000164,City62,50.956696878147035,,52.72727272727272
305.0,39.19,1,2023-10-01,ORD00000165,5.0,Debit Card,,Books,PROD00000165,396.48,2024-08-01,Wrong item,Returned,Express,,69.0,Male,USER00000165,City36,50.66144047035767,,45.08196721311475
,46.37,0,2023-03-14,ORD00000166,1.0,Credit Card,,Books,PROD00000166,300.03,,,Not Returned,Next-Day,,42.0,Male,USER00000166,City90,50.66144047035767,,50.0
-352.0,20.53,1,2024-11-16,ORD00000167,5.0,Debit Card,,Books,PROD00000167,324.85,2023-11-30,Defective,Returned,Express,,51.0,Female,USER00000167,City66,50.66144047035767,,54.36893203883495
,46.28,0,2023-09-01,ORD00000168,3.0,Credit Card,,Toys,PROD00000168,443.71,,,Not Returned,Express,,19.0,Female,USER00000168,City96,49.53703703703704,,48.38709677419355
-287.0,5.2,1,2024-03-19,ORD00000169,5.0,PayPal,,Books,PROD00000169,458.16,2023-06-06,Defective,Returned,Express,,24.0,Female,USER00000169,City58,50.66144047035767,,55.88235294117647
160.0,43.34,1,2023-12-01,ORD00000170,5.0,Gift Card,,Clothing,PROD00000170,118.2,2024-05-09,Changed mind,Returned,Standard,,32.0,Male,USER00000170,City93,52.423788105947025,,49.532710280373834
198.0,42.31,1,2023-12-17,ORD00000171,2.0,PayPal,,Home,PROD00000171,138.23,2024-07-02,Wrong item,Returned,Express,,28.0,Female,USER00000171,City95,49.01477832512315,,55.42168674698795
80.0,45.62,1,2024-08-26,ORD00000172,3.0,Gift Card,,Toys,PROD00000172,47.05,2024-11-14,Not as described,Returned,Express,,43.0,Female,USER00000172,City29,49.53703703703704,,53.84615384615385
481.0,37.1,1,2023-06-05,ORD00000173,5.0,Credit Card,,Toys,PROD00000173,9.03,2024-09-28,Not as described,Returned,Standard,,39.0,Male,USER00000173,City35,49.53703703703704,,54.285714285714285
,7.07,0,2024-02-25,ORD00000174,2.0,PayPal,,Toys,PROD00000174,143.73,,,Not Returned,Next-Day,,49.0,Female,USER00000174,City21,49.53703703703704,,50.943396226415096
-230.0,45.86,1,2024-09-10,ORD00000175,1.0,Debit Card,,Clothing,PROD00000175,381.39,2024-01-24,Changed mind,Returned,Next-Day,,24.0,Female,USER00000175,City75,52.423788105947025,,54.94505494505495
,22.06,0,2024-08-26,ORD00000176,5.0,PayPal,,Electronics,PROD00000176,140.05,,,Not Returned,Next-Day,,67.0,Female,USER00000176,City73,50.956696878147035,,50.0
,17.41,0,2024-07-18,ORD00000177,4.0,PayPal,,Toys,PROD00000177,326.97,,,Not Returned,Next-Day,,26.0,Female,USER00000177,City61,49.53703703703704,,53.77358490566038
,14.17,0,2023-04-05,ORD00000178,2.0,Gift Card,,Books,PROD00000178,130.9,,,Not Returned,Express,,59.0,Male,USER00000178,City71,50.66144047035767,,61.76470588235294
-373.0,30.75,1,2024-01-12,ORD00000179,5.0,Gift Card,,Electronics,PROD00000179,80.81,2023-01-04,Not as described,Returned,Standard,,61.0,Male,USER00000179,City23,50.956696878147035,,54.166666666666664
,2.79,0,2023-05-20,ORD00000180,1.0,Debit Card,,Clothing,PROD00000180,233.21,,,Not Returned,Standard,,54.0,Female,USER00000180,City39,52.423788105947025,,58.65384615384615
-353.0,27.21,1,2024-09-22,ORD00000181,5.0,PayPal,,Electronics,PROD00000181,244.32,2023-10-05,Not as described,Returned,Standard,,56.0,Female,USER00000181,City40,50.956696878147035,,50.467289719626166
330.0,32.4,1,2023-10-31,ORD00000182,4.0,Credit Card,,Clothing,PROD00000182,69.89,2024-09-25,Wrong item,Returned,Express,,41.0,Male,USER00000182,City27,52.423788105947025,,50.57471264367817
209.0,27.27,1,2023-03-31,ORD00000183,3.0,Credit Card,,Toys,PROD00000183,340.06,2023-10-26,Not as described,Returned,Next-Day,,56.0,Female,USER00000183,City92,49.53703703703704,,43.51851851851852
-153.0,7.94,1,2023-11-17,ORD00000184,4.0,Debit Card,,Toys,PROD00000184,191.81,2023-06-17,Changed mind,Returned,Express,,34.0,Female,USER00000184,City79,49.53703703703704,,52.88461538461539
,17.8,0,2023-12-20,ORD00000185,4.0,Gift Card,,Books,PROD00000185,488.64,,,Not Returned,Standard,,25.0,Male,USER00000185,City100,50.66144047035767,,48.113207547169814
-401.0,49.0,1,2024-05-31,ORD00000186,3.0,PayPal,,Clothing,PROD00000186,360.81,2023-04-26,Wrong item,Returned,Next-Day,,61.0,Male,USER00000186,City10,52.423788105947025,,59.80392156862745
-185.0,19.22,1,2024-09-10,ORD00000187,1.0,PayPal,,Home,PROD00000187,142.79,2024-03-09,Not as described,Returned,Next-Day,,56.0,Male,USER00000187,City6,49.01477832512315,,50.0
242.0,32.57,1,2023-07-26,ORD00000188,2.0,Debit Card,,Clothing,PROD00000188,356.89,2024-03-24,Defective,Returned,Standard,,36.0,Female,USER00000188,City33,52.423788105947025,,47.87234042553192
,49.99,0,2024-10-08,ORD00000189,1.0,Debit Card,,Clothing,PROD00000189,406.41,,,Not Returned,Express,,36.0,Male,USER00000189,City66,52.423788105947025,,54.36893203883495
,30.11,0,2023-02-22,ORD00000190,3.0,Debit Card,,Books,PROD00000190,55.35,,,Not Returned,Express,,62.0,Female,USER00000190,City45,50.66144047035767,,41.83673469387755
-250.0,40.46,1,2023-12-08,ORD00000191,1.0,Gift Card,,Toys,PROD00000191,323.29,2023-04-02,Not as described,Returned,Express,,55.0,Male,USER00000191,City61,49.53703703703704,,53.77358490566038
,21.41,0,2024-09-23,ORD00000192,4.0,Credit Card,,Clothing,PROD00000192,178.98,,,Not Returned,Next-Day,,27.0,Male,USER00000192,City43,52.423788105947025,,55.26315789473685
,42.34,0,2024-04-06,ORD00000193,3.0,Credit Card,,Home,PROD00000193,482.75,,,Not Returned,Standard,,32.0,Female,USER00000193,City40,49.01477832512315,,50.467289719626166
-243.0,25.96,1,2024-01-08,ORD00000194,2.0,Credit Card,,Clothing,PROD00000194,136.22,2023-05-10,Wrong item,Returned,Express,,20.0,Female,USER00000194,City4,52.423788105947025,,52.57731958762887
,27.82,0,2023-07-14,ORD00000195,4.0,PayPal,,Home,PROD00000195,182.01,,,Not Returned,Next-Day,,24.0,Male,USER00000195,City14,49.01477832512315,,54.08163265306123
-320.0,23.83,1,2024-04-10,ORD00000196,5.0,Credit Card,,Electronics,PROD00000196,6.5,2023-05-26,Wrong item,Returned,Express,,51.0,Male,USER00000196,City74,50.956696878147035,,57.291666666666664
,49.97,0,2023-01-28,ORD00000197,4.0,Debit Card,,Electronics,PROD00000197,124.46,,,Not Returned,Standard,,63.0,Male,USER00000197,City69,50.956696878147035,,44.086021505376344
,32.34,0,2024-02-08,ORD00000198,5.0,Credit Card,,Home,PROD00000198,13.04,,,Not Returned,Next-Day,,44.0,Female,USER00000198,City32,49.01477832512315,,39.81481481481482
,18.98,0,2023-06-04,ORD00000199,1.0,Gift Card,,Home,PROD00000199,252.78,,,Not Returned,Standard,,45.0,Male,USER00000199,City6,49.01477832512315,,50.0
,44.8,0,2024-06-24,ORD00000200,5.0,Credit Card,,Clothing,PROD00000200,82.57,,,Not Returned,Next-Day,,62.0,Female,USER00000200,City75,52.423788105947025,,54.94505494505495
,33.04,0,2023-06-05,ORD00000201,1.0,Gift Card,,Electronics,PROD00000201,47.64,,,Not Returned,Next-Day,,19.0,Male,USER00000201,City93,50.956696878147035,,49.532710280373834
,9.07,0,2024-10-10,ORD00000202,2.0,Credit Card,,Electronics,PROD00000202,323.61,,,Not Returned,Express,,33.0,Female,USER00000202,City21,50.956696878147035,,50.943396226415096
,27.15,0,2024-04-14,ORD00000203,4.0,Credit Card,,Clothing,PROD00000203,325.87,,,Not Returned,Express,,60.0,Male,USER00000203,City26,52.423788105947025,,53.04347826086957
421.0,21.11,1,2023-04-25,ORD00000204,5.0,Gift Card,,Clothing,PROD00000204,362.81,2024-06-19,Not as described,Returned,Express,,37.0,Male,USER00000204,City12,52.423788105947025,,54.08163265306123
,29.84,0,2024-12-28,ORD00000205,4.0,Credit Card,,Home,PROD00000205,317.9,,,Not Returned,Next-Day,,68.0,Male,USER00000205,City98,49.01477832512315,,47.66355140186916
,40.75,0,2024-08-27,ORD00000206,1.0,PayPal,,Toys,PROD00000206,419.62,,,Not Returned,Standard,,19.0,Male,USER00000206,City93,49.53703703703704,,49.532710280373834
,42.67,0,2024-08-29,ORD00000207,5.0,Debit Card,,Home,PROD00000207,279.06,,,Not Returned,Express,,54.0,Male,USER00000207,City43,49.01477832512315,,55.26315789473685
,8.42,0,2023-11-27,ORD00000208,3.0,Debit Card,,Electronics,PROD00000208,435.0,,,Not Returned,Standard,,64.0,Male,USER00000208,City100,50.956696878147035,,48.113207547169814
-272.0,49.22,1,2024-07-20,ORD00000209,5.0,Gift Card,,Electronics,PROD00000209,358.69,2023-10-22,Wrong item,Returned,Standard,,68.0,Female,USER00000209,City37,50.956696878147035,,44.761904761904766
,13.48,0,2023-06-22,ORD00000210,1.0,Credit Card,,Clothing,PROD00000210,321.88,,,Not Returned,Express,,60.0,Female,USER00000210,City70,52.423788105947025,,46.15384615384615
-303.0,47.3,1,2023-12-11,ORD00000211,2.0,Debit Card,,Books,PROD00000211,198.21,2023-02-11,Not as described,Returned,Next-Day,,67.0,Female,USER00000211,City59,50.66144047035767,,50.0
-354.0,7.16,1,2024-10-13,ORD00000212,5.0,Debit Card,,Toys,PROD00000212,54.72,2023-10-25,Not as described,Returned,Next-Day,,69.0,Male,USER00000212,City2,49.53703703703704,,50.54945054945055
194.0,19.88,1,2023-11-07,ORD00000213,3.0,Debit Card,,Electronics,PROD00000213,488.4,2024-05-19,Not as described,Returned,Standard,,51.0,Female,USER00000213,City90,50.956696878147035,,50.0
204.0,19.62,1,2023-07-25,ORD00000214,1.0,PayPal,,Books,PROD00000214,270.92,2024-02-14,Defective,Returned,Standard,,36.0,Female,USER00000214,City27,50.66144047035767,,50.57471264367817
,22.73,0,2024-11-24,ORD00000215,1.0,Credit Card,,Toys,PROD00000215,465.76,,,Not Returned,Next-Day,,66.0,Female,USER00000215,City66,49.53703703703704,,54.36893203883495
,35.21,0,2023-02-13,ORD00000216,1.0,PayPal,,Toys,PROD00000216,102.7,,,Not Returned,Next-Day,,53.0,Male,USER00000216,City25,49.53703703703704,,38.775510204081634
,32.34,0,2024-05-20,ORD00000217,1.0,PayPal,,Toys,PROD00000217,489.62,,,Not Returned,Next-Day,,61.0,Female,USER00000217,City95,49.53703703703704,,55.42168674698795
,18.29,0,2023-11-22,ORD00000218,2.0,PayPal,,Clothing,PROD00000218,221.05,,,Not Returned,Express,,29.0,Female,USER00000218,City21,52.423788105947025,,50.943396226415096
-261.0,33.6,1,2024-12-14,ORD00000219,3.0,Gift Card,,Clothing,PROD00000219,393.44,2024-03-28,Not as described,Returned,Standard,,52.0,Male,USER00000219,City7,52.423788105947025,,56.99999999999999
13.0,15.47,1,2023-11-09,ORD00000220,3.0,Gift Card,,Clothing,PROD00000220,128.35,2023-11-22,Not as described,Returned,Standard,,37.0,Male,USER00000220,City64,52.423788105947025,,51.45631067961165
228.0,7.51,1,2023-04-19,ORD00000221,4.0,Debit Card,,Toys,PROD00000221,144.86,2023-12-03,Changed mind,Returned,Next-Day,,64.0,Male,USER00000221,City22,49.53703703703704,,43.103448275862064
,45.92,0,2024-01-22,ORD00000222,2.0,Credit Card,,Home,PROD00000222,179.56,,,Not Returned,Express,,28.0,Female,USER00000222,City48,49.01477832512315,,47.87234042553192
355.0,43.1,1,2023-06-09,ORD00000223,2.0,Credit Card,,Clothing,PROD00000223,409.65,2024-05-29,Not as described,Returned,Express,,64.0,Male,USER00000223,City23,52.423788105947025,,54.166666666666664
13.0,23.19,1,2023-03-31,ORD00000224,3.0,PayPal,,Home,PROD00000224,170.03,2023-04-13,Defective,Returned,Standard,,21.0,Male,USER00000224,City74,49.01477832512315,,57.291666666666664
,21.98,0,2023-11-06,ORD00000225,5.0,Gift Card,,Books,PROD00000225,367.8,,,Not Returned,Standard,,61.0,Male,USER00000225,City78,50.66144047035767,,53.63636363636364
,46.55,0,2023-07-14,ORD00000226,4.0,PayPal,,Books,PROD00000226,143.01,,,Not Returned,Standard,,50.0,Male,USER00000226,City7,50.66144047035767,,56.99999999999999
137.0,46.01,1,2023-09-25,ORD00000227,1.0,Credit Card,,Books,PROD00000227,277.15,2024-02-09,Wrong item,Returned,Next-Day,,67.0,Male,USER00000227,City93,50.66144047035767,,49.532710280373834
,48.16,0,2023-10-02,ORD00000228,3.0,Credit Card,,Books,PROD00000228,261.91,,,Not Returned,Standard,,65.0,Male,USER00000228,City70,50.66144047035767,,46.15384615384615
253.0,15.63,1,2023-06-06,ORD00000229,2.0,Debit Card,,Home,PROD00000229,427.99,2024-02-14,Defective,Returned,Next-Day,,62.0,Male,USER00000229,City35,49.01477832512315,,54.285714285714285
393.0,12.37,1,2023-05-12,ORD00000230,1.0,Gift Card,,Home,PROD00000230,130.63,2024-06-08,Defective,Returned,Next-Day,,40.0,Female,USER00000230,City53,49.01477832512315,,45.16129032258064
,14.27,0,2023-11-02,ORD00000231,5.0,PayPal,,Toys,PROD00000231,185.67,,,Not Returned,Standard,,33.0,Male,USER00000231,City36,49.53703703703704,,45.08196721311475
-74.0,23.75,1,2024-09-07,ORD00000232,5.0,Gift Card,,Home,PROD00000232,345.5,2024-06-25,Defective,Returned,Standard,,56.0,Male,USER00000232,City58,49.01477832512315,,55.88235294117647
,8.08,0,2023-04-14,ORD00000233,4.0,Debit Card,,Books,PROD00000233,427.1,,,Not Returned,Express,,44.0,Male,USER00000233,City1,50.66144047035767,,42.98245614035088
,22.8,0,2023-01-06,ORD00000234,2.0,Debit Card,,Toys,PROD00000234,54.41,,,Not Returned,Express,,61.0,Male,USER00000234,City80,49.53703703703704,,48.113207547169814
,12.52,0,2023-10-06,ORD00000235,1.0,PayPal,,Home,PROD00000235,273.54,,,Not Returned,Next-Day,,22.0,Female,USER00000235,City79,49.01477832512315,,52.88461538461539
-96.0,8.74,1,2023-10-25,ORD00000236,4.0,PayPal,,Home,PROD00000236,329.59,2023-07-21,Changed mind,Returned,Standard,,41.0,Male,USER00000236,City22,49.01477832512315,,43.103448275862064
64.0,11.7,1,2023-12-10,ORD00000237,5.0,PayPal,,Home,PROD00000237,359.73,2024-02-12,Wrong item,Returned,Standard,,50.0,Female,USER00000237,City84,49.01477832512315,,55.55555555555556
66.0,23.41,1,2024-06-17,ORD00000238,5.0,Debit Card,,Toys,PROD00000238,378.25,2024-08-22,Changed mind,Returned,Standard,,27.0,Male,USER00000238,City73,49.53703703703704,,50.0
,4.04,0,2024-10-03,ORD00000239,5.0,Gift Card,,Clothing,PROD00000239,150.56,,,Not Returned,Standard,,50.0,Male,USER00000239,City82,52.423788105947025,,51.9607843137255
,13.87,0,2023-12-14,ORD00000240,1.0,Gift Card,,Toys,PROD00000240,291.63,,,Not Returned,Express,,53.0,Male,USER00000240,City89,49.53703703703704,,50.505050505050505
416.0,39.16,1,2023-03-11,ORD00000241,1.0,Debit Card,,Clothing,PROD00000241,151.4,2024-04-30,Changed mind,Returned,Express,,24.0,Male,USER00000241,City14,52.423788105947025,,54.08163265306123
-349.0,7.86,1,2024-02-22,ORD00000242,5.0,PayPal,,Clothing,PROD00000242,89.8,2023-03-10,Wrong item,Returned,Standard,,43.0,Female,USER00000242,City28,52.423788105947025,,52.17391304347826
-355.0,1.18,1,2024-01-26,ORD00000243,3.0,Gift Card,,Clothing,PROD00000243,246.71,2023-02-05,Not as described,Returned,Standard,,18.0,Male,USER00000243,City47,52.423788105947025,,54.0
-426.0,25.88,1,2024-08-13,ORD00000244,2.0,Debit Card,,Toys,PROD00000244,150.75,2023-06-14,Changed mind,Returned,Express,,24.0,Female,USER00000244,City29,49.53703703703704,,53.84615384615385
,32.12,0,2023-07-17,ORD00000245,1.0,Credit Card,,Electronics,PROD00000245,478.53,,,Not Returned,Standard,,64.0,Female,USER00000245,City82,50.956696878147035,,51.9607843137255
,39.03,0,2024-02-23,ORD00000246,3.0,Debit Card,,Clothing,PROD00000246,72.07,,,Not Returned,Next-Day,,67.0,Female,USER00000246,City13,52.423788105947025,,46.236559139784944
26.0,33.08,1,2024-08-09,ORD00000247,3.0,Gift Card,,Toys,PROD00000247,331.08,2024-09-04,Defective,Returned,Next-Day,,65.0,Male,USER00000247,City58,49.53703703703704,,55.88235294117647
444.0,42.79,1,2023-06-19,ORD00000248,3.0,Debit Card,,Books,PROD00000248,27.39,2024-09-05,Changed mind,Returned,Express,,56.0,Female,USER00000248,City99,50.66144047035767,,49.494949494949495
668.0,2.42,1,2023-02-25,ORD00000249,4.0,Gift Card,,Home,PROD00000249,341.03,2024-12-24,Defective,Returned,Express,,69.0,Female,USER00000249,City62,49.01477832512315,,52.72727272727272
665.0,35.3,1,2023-02-06,ORD00000250,4.0,Credit Card,,Toys,PROD00000250,299.98,2024-12-02,Changed mind,Returned,Next-Day,,43.0,Female,USER00000250,City8,49.53703703703704,,49.45054945054945
,18.97,0,2023-10-27,ORD00000251,4.0,Credit Card,,Electronics,PROD00000251,14.88,,,Not Returned,Standard,,41.0,Male,USER00000251,City80,50.956696878147035,,48.113207547169814
